,RASDSSinfo,DecSDSSinfo,zSDSSinfo,HalphaSDSSline [1e-17*erg/cm^2/s],OIII5007SDSSline [1e-17*erg/cm^2/s],OIII4959SDSSline [1e-17*erg/cm^2/s],HbetaSDSSline [1e-17*erg/cm^2/s],HdeltaSDSSline [1e-17*erg/cm^2/s],N6548SDSS [1e-17*erg/cm^2/s],N6584SDSS [1e-17*erg/cm^2/s],S6717SDSSline [1e-17*erg/cm^2/s],S6731SDSSline [1e-17*erg/cm^2/s],OII3726SDSSline [1e-17*erg/cm^2/s],OII3729SDSSline [1e-17*erg/cm^2/s],OI6300SDSSline [1e-17*erg/cm^2/s],HalphaSDSSline_ERR,OIII5007SDSSline_ERR,OIII4959SDSSline_ERR,HbetaSDSSline_ERR,HdeltaSDSSline_ERR,N6548SDSS_ERR,N6583SDSS_ERR,S6717SDSSline_ERR,S6731SDSSline_ERR,OII3726SDSSline_ERR,OII3729SDSSline_ERR,OI6300SDSSline_ERR,LOG_OH+12_T04_med,LOG_OH+12_T04_avg,Mstaravg_SDSStotlgm,Mstarmed_SDSStotlgm,Dn4000SDSSindx ,D4000SDSSindx ,Dn4000SDSSindx_err,D4000SDSSindx_err,petroRad,petroRadE,petroR50,petroR50E,petroR90,petroR90E,PETRO_MASS,MODEL_MASS,FIBER_MASS,U_PETRO_ABSMAG,G_PETRO_ABSMAG,R_PETRO_ABSMAG,I_PETRO_ABSMAG,Z_PETRO_ABSMAG,SFR_flag_all,totalSFR_Avg,totalSFR_Med,sSFR_avg_all ,sSFR_med_all ,sSFR_flag_all,fibSFR_avg_all,fibSFR_med_all,fibsSFR_avg_all,fibsSFR_med_all
23,226.83507,2.3911393,0.042989634,1441.4065,328.96368,108.89571,375.9142,86.36873,293.52356,885.33484,230.70306,189.50243,460.61368,316.72052,60.637005,9.916853,6.1512423,4.9878445,5.579128,4.839841,2.510104,7.5710444,4.81761,4.6354923,11.6562605,11.167338,3.9846728,-99.9,-99.9,10.180083,10.2464285,1.2713012,1.4789035,1.2713012,0.0056174523,3.444396,0.037447136,1.5967296,0.0053749005,4.234554,0.043756228,11825419000.0,12020975000.0,4916464600.0,-18.842173,-20.236135,-20.70839,-20.83739,-21.008556,2.0,-0.21288991,-0.21288991,-10.42941,-10.470165,0,-0.17141421,-0.16605099,-9.806152,-9.799162
24,247.30412,41.15089,0.029592674,554.4623,33.617054,10.0640955,118.22677,29.93662,77.76713,234.56361,64.3549,49.451168,18.222607,57.37847,9.786123,6.777348,3.2996867,3.0304346,3.7673378,3.2641833,1.5250484,4.5998936,3.54718,3.41369,6.391834,6.743017,2.910732,9.154188,9.180893,10.501403,10.487103,1.3067999,1.4536381,1.3067999,0.0119856205,14.793324,0.099834666,6.918068,0.035453,15.660933,0.22991434,24030600000.0,26598099000.0,1950670500.0,-18.479424,-20.047438,-20.734167,-21.037,-21.209955,0.0,0.17925009,0.17925009,-10.363999,-10.410023,0,-0.15156132,-0.18624942,-9.58799,-9.614359
25,262.07382,60.01528,0.028330512,366.37823,12.426405,12.132674,83.103775,21.841406,33.40509,100.757454,35.617615,24.849943,13.693412,21.921158,6.538727,5.206519,3.097455,3.1411319,3.3834243,3.7612922,1.0969402,3.3086212,2.7562659,3.1279788,7.819068,7.435748,2.4879217,-99.9,-99.9,10.208017,10.195791,1.2973318,1.3922752,1.2973318,0.013823716,12.599451,0.18052836,5.407502,0.027432373,13.401849,0.15447542,14647817000.0,16710067000.0,1482776700.0,-18.170364,-19.528997,-20.193094,-20.52511,-20.681002,0.0,-0.0756399,-0.0756399,-10.32429,-10.365871,0,-0.8586623,-0.91512966,-10.018729,-10.072529
26,128.68822,38.342186,0.040192634,3106.4575,124.94256,46.45703,658.7631,143.11969,484.50455,1461.3777,418.17383,378.76105,263.32672,161.9459,48.099712,23.796207,5.3447385,4.804067,8.611627,5.445242,4.091091,12.339663,7.4058785,7.0492077,10.700682,10.25405,4.44485,9.189924,9.1996975,10.262314,10.24176,1.1485199,1.2683848,1.1485199,0.0053321244,4.7573795,0.08134426,2.0505571,0.007844565,5.1302776,0.04640817,16013792000.0,17896129000.0,4232584200.0,-18.898867,-20.011438,-20.568642,-20.832495,-21.063225,0.0,0.7903101,0.7903101,-9.51199,-9.539554,0,0.7419237,0.71278715,-9.03624,-9.059954
27,171.7854,56.25246,0.048314106,456.88107,43.42251,18.358545,119.229774,25.066795,57.979977,174.881,86.27716,66.74341,108.42708,110.328865,9.713796,4.7563186,2.6131356,2.4386308,2.8985374,2.926888,1.0349407,3.1216168,2.5661647,2.402479,6.391791,6.386829,2.0043309,8.994845,9.01092,9.928279,9.912799,1.3007389,1.4350044,1.3007389,0.012574474,3.693942,0.045834325,1.6885114,0.009431346,4.2782907,0.069563404,8689736000.0,9413735000.0,3192367900.0,-18.009918,-19.252274,-19.847242,-20.097017,-20.358583,0.0,-0.17340991,-0.17340991,-10.14327,-10.197158,0,-0.5982341,-0.6223272,-10.04461,-10.069215
28,189.81738,59.4365,0.038113907,1493.0801,53.718895,19.065563,372.82132,91.2012,165.21297,498.3205,220.94135,164.1128,201.45769,175.13805,32.37487,13.612339,3.81442,3.4441273,6.0303035,4.794316,1.9896289,6.0011735,4.668548,4.139249,10.7759285,10.644432,2.9680388,9.122152,9.12303,9.802069,9.771224,1.1147485,1.1501311,1.1147485,0.0068311174,4.079076,0.022186307,1.9328623,0.0064125024,4.6565313,0.049554475,7225061000.0,7008739000.0,2239065300.0,-18.512642,-19.43806,-19.910246,-20.141937,-20.347963,0.0,0.15085009,0.15085009,-9.68697,-9.729452,0,-0.08934388,-0.10822006,-9.45148,-9.464467
29,155.70357,6.7956715,0.044718206,412.55173,47.88145,13.769171,117.137535,37.152523,60.04987,181.12427,90.95831,62.575333,71.39831,87.27863,6.1339493,5.7163033,3.4624155,2.9372623,3.7031734,3.4133525,1.3707356,4.134451,3.4162097,3.1345491,5.9123683,6.141362,2.6142511,8.99516,9.001116,10.216825,10.202317,1.3208268,1.4624453,1.3208268,0.011705487,5.834697,0.08565448,2.4684455,0.014673887,6.468676,0.08449764,15079905000.0,17151656000.0,3172426800.0,-18.428864,-19.705519,-20.326204,-20.616594,-20.804028,0.0,0.032690093,0.032690093,-10.22406,-10.268087,0,-0.5624508,-0.59703875,-10.05314,-10.079569
30,167.90573,7.4115624,0.0463911,1257.977,130.09135,39.39745,321.017,73.420425,159.54173,481.21472,194.74199,149.0092,205.64696,229.06918,17.456995,11.5866165,3.9104788,3.0816607,4.981827,3.3550396,1.7894872,5.397501,3.881897,3.5619252,6.968814,7.145951,2.3767073,9.04986,9.05945,9.99734,9.973226,1.1563909,1.2898399,1.1563909,0.008062082,4.9173326,0.056197915,2.276357,0.013545763,5.88854,0.103064194,10102900000.0,12047703000.0,2062375400.0,-18.431204,-19.668867,-20.193817,-20.425415,-20.591396,0.0,0.2836401,0.2836401,-9.75099,-9.79672,0,0.012090162,0.008397945,-9.28148,-9.299889
31,202.20398,53.442905,0.025356574,2867.6992,449.49042,154.99246,762.55383,194.27312,359.66418,1084.8303,596.4074,465.80383,811.94415,825.25275,75.36133,25.291166,8.964652,6.702936,10.189034,6.450925,3.974406,11.987714,10.260897,9.299499,22.819517,19.400637,5.672168,8.9445305,8.946626,9.964086,9.948649,1.1986222,1.315696,1.1986222,0.0048294663,5.2279396,0.039037,2.038833,0.0070598186,6.0449524,0.03985445,9163443000.0,9446523000.0,2350272800.0,-18.28607,-19.398214,-19.973976,-20.251802,-20.493454,0.0,-0.055639908,-0.055639908,-10.0594,-10.111174,0,-0.42928678,-0.451217,-9.806129,-9.821733
32,194.5365,54.466824,0.028964916,2521.3367,58.527786,19.417328,477.0987,102.74219,314.59866,948.9022,317.48193,262.9025,111.4098,95.41136,36.217926,22.730703,5.2177577,4.9062266,8.174343,6.197114,3.2586758,9.828909,6.970218,6.602969,12.89896,12.374697,4.2812424,9.170761,9.184259,10.567397,10.598021,1.1923177,1.3807569,1.1923177,0.01084108,7.273626,0.07577695,3.1862113,0.009326348,7.457001,0.04774013,14352148000.0,19775064000.0,2646823200.0,-18.41968,-19.650797,-20.28381,-20.585007,-20.828522,0.0,0.7186301,0.7186301,-9.89171,-9.930609,0,0.60918033,0.58695424,-8.8714695,-8.894192
33,255.2481,24.433073,0.04791962,1424.1907,48.338177,16.181494,313.69193,66.38578,220.54106,665.2027,163.75937,141.10532,109.190765,86.99394,27.965416,11.784148,3.4669852,3.299726,4.9150205,3.5806327,2.2157748,6.6832805,4.146424,4.0354905,7.2961316,6.9604554,3.1192386,9.192408,9.212104,10.400659,10.386106,1.2181925,1.3327408,1.2181925,0.0054928907,6.58883,0.041363243,2.948476,0.00887209,7.075102,0.053590775,30417277000.0,29338296000.0,6121061400.0,-19.532207,-20.709555,-21.26354,-21.50728,-21.686106,0.0,0.6559101,0.6559101,-9.78096,-9.81923,0,0.46007606,0.44430622,-9.35839,-9.380532
34,231.59102,48.70402,0.04053515,465.03354,221.56764,76.74181,155.15596,37.175674,94.67791,285.57043,219.24484,152.22508,320.67404,307.81454,82.69517,9.099548,8.758885,7.8164606,6.8099775,7.0506496,2.6119962,7.878375,7.8400345,8.672926,22.380798,22.067703,6.89841,-99.9,-99.9,9.825825,9.805906,1.3009125,1.5239599,1.3009125,0.008128357,2.221207,0.09371173,0.96857256,0.0690141,2.81309,0.5385633,4586515000.0,7866140000.0,3796562400.0,-18.517464,-19.887957,-20.209406,-20.289238,-20.57807,0.0,-0.13493991,-0.13493991,-9.99887,-10.032005,0,-0.6733627,-0.65867025,-10.180443,-10.162823
35,127.3566,30.511934,0.045899827,1293.6287,49.090183,18.58046,285.32956,63.016376,187.05057,564.1877,191.82742,170.92354,126.854256,101.10885,24.137348,12.464292,3.3869984,3.0885017,5.18288,3.868819,2.0527196,6.1914697,4.288315,4.227958,7.6609364,7.375571,2.7827106,9.149507,9.158526,10.273792,10.260313,1.2075739,1.3215914,1.2075739,0.0111760525,5.74531,0.16417676,2.3530061,0.026869327,7.1982455,0.17238551,14242333000.0,13877891000.0,3452922600.0,-18.324203,-19.448038,-20.122013,-20.476925,-20.67442,0.0,0.5119801,0.5119801,-9.79928,-9.84056,0,0.37939236,0.3646242,-9.40779,-9.429776
36,162.94968,10.866212,0.026917562,2003.7422,237.6727,79.588776,515.4671,142.33853,263.57907,795.01526,378.31995,281.95547,443.82758,426.18658,57.22754,20.46665,8.028016,6.741283,9.026701,6.4305286,3.559592,10.73654,8.925656,8.130831,15.775481,15.678015,6.060358,9.001732,9.00265,10.066084,10.048325,1.2530099,1.4191012,1.2530099,0.0056201573,5.8780937,0.19122532,2.451273,0.06805077,7.7277136,0.4927352,13424093000.0,12855581000.0,3098661000.0,-18.60177,-19.828176,-20.37467,-20.64219,-20.811388,0.0,0.1069401,0.1069401,-9.99562,-10.050107,0,-0.38525367,-0.4178328,-9.86082,-9.886687
37,136.33722,57.159943,0.04631473,437.8723,31.184317,7.306243,94.61158,15.263988,83.957115,253.23405,75.49462,63.225655,56.26049,77.516,14.00492,5.1644607,2.9500794,2.8531537,3.036012,3.3782792,1.2973632,3.9131427,2.9110782,2.8731673,6.24936,6.4841037,2.4953358,-99.9,-99.9,10.406779,10.391789,1.3216672,1.4191395,1.3216672,0.008650661,6.3548493,0.06910679,2.7109842,0.013205263,6.6043215,0.07160792,20271200000.0,24748030000.0,4934758400.0,-18.87117,-20.163061,-20.784115,-21.063284,-21.373013,0.0,0.4414101,0.4414101,-10.01227,-10.049664,0,-0.044678606,-0.019744229,-9.731864,-9.70611
38,132.91273,57.107433,0.02560632,2449.2263,147.63332,55.618504,637.8271,158.34639,354.19864,1068.3448,455.39276,347.7788,373.89786,326.48648,42.607132,21.321924,4.9875774,4.2422767,8.534572,4.936537,3.4257636,10.332883,7.6918106,6.930407,10.1397295,9.9762535,3.961817,9.089487,9.098046,9.988571,9.973207,1.2086483,1.3016659,1.2086483,0.0049867085,10.164476,0.14729278,3.8519626,0.029218918,11.850395,0.15679595,10923049000.0,10514995000.0,1813772900.0,-18.352613,-19.526045,-20.113874,-20.39653,-20.60772,0.0,0.06386011,0.06386011,-9.96253,-10.0114565,0,-0.21369576,-0.2269459,-9.52899,-9.543462
39,161.73866,39.56159,0.03629219,1796.2268,61.98546,23.861168,342.6307,75.236664,322.46127,972.6177,212.51524,205.0214,113.34423,89.37653,36.206024,14.224655,3.268848,3.0535793,4.9379096,3.6811907,2.7319596,8.2402115,4.4419346,4.5345287,6.5548224,6.6341166,3.0054255,9.250061,9.2602415,10.386007,10.357185,1.1823305,1.3162035,1.1823305,0.00813083,8.83385,0.35425448,3.5665846,0.022522686,10.4594145,0.12939174,15227502000.0,15986013000.0,3064484600.0,-18.28752,-19.58044,-20.257023,-20.609537,-20.847456,0.0,0.7438301,0.7438301,-9.68027,-9.708073,0,0.6671356,0.6618628,-9.12857,-9.157732
40,198.18912,46.93499,0.027680548,1333.0085,39.205406,15.436816,272.4891,61.633663,144.80666,436.7703,144.58522,114.53278,78.4545,55.282948,17.865793,12.125191,3.4973083,3.2087588,4.934665,3.856958,1.9998201,6.0319123,4.511158,4.236085,6.46146,6.8005786,3.247117,9.170087,9.180215,10.485907,10.463795,1.2147397,1.3697201,1.2147397,0.007850956,15.065123,0.21388529,6.94604,0.023259765,14.894194,0.111339755,21225392000.0,25471427000.0,2056951800.0,-18.507383,-19.8589,-20.55638,-20.88195,-21.045095,0.0,0.36468008,0.36468008,-10.1590395,-10.211385,0,0.052249722,0.01874522,-9.44014,-9.464718
41,209.88824,56.041313,0.03403224,3058.0708,86.24501,35.50516,735.9585,186.24672,636.1018,1918.6298,326.6672,363.7796,218.83641,136.95903,31.30383,23.662191,5.582463,5.315787,9.761441,6.534599,4.9420886,14.906465,8.17571,7.348342,11.618783,11.196545,4.6654625,-99.9,-99.9,10.261223,10.22672,1.0821742,1.1465815,1.0821742,0.0039105965,7.5462112,0.09135903,3.2942624,0.009143833,8.208857,0.054004945,16794646000.0,18939707000.0,3097955300.0,-19.29044,-20.268457,-20.76128,-20.985786,-21.185993,0.0,0.7363601,0.7363601,-9.55542,-9.592188,0,0.35998955,0.3783048,-9.0859,-9.064635
42,192.76851,48.408554,0.049425263,2542.3162,206.22601,77.23816,644.2021,0.0,536.13983,1617.1216,374.62772,305.4042,420.5139,347.03336,54.64204,22.096027,5.878944,4.6922035,8.479056,-0.71041197,4.442179,13.3986225,6.967793,6.466276,10.477223,10.188779,4.313244,-99.9,-99.9,10.223272,10.202412,1.170812,1.2978517,1.170812,0.004893579,3.634893,0.022633208,1.522979,0.0050409418,4.4276524,0.03359992,19020920000.0,20868530000.0,6684937700.0,-19.196472,-20.402632,-20.920525,-21.130228,-21.298151,0.0,0.4455301,0.4455301,-9.81932,-9.857745,0,0.23564392,0.23140934,-9.501267,-9.503836
43,238.39815,32.30571,0.049932156,1080.7247,176.74318,58.571796,293.47324,76.83211,131.35167,396.18695,201.99615,153.75424,280.85098,300.92957,46.220894,11.569553,5.9533877,4.936458,5.995368,4.8263354,2.146618,6.474688,5.5315123,5.050093,11.146937,10.883109,4.0652905,8.9685755,8.976974,10.349694,10.334528,1.3198475,1.5511086,1.3198475,0.010060307,6.258249,0.17105524,2.6006968,0.021805055,8.204017,0.14667404,26064870000.0,26479360000.0,5705999000.0,-19.341742,-20.559694,-21.115273,-21.343874,-21.53227,0.0,0.28028008,0.28028008,-10.115809,-10.16653,0,-0.25347343,-0.27045244,-9.99226,-10.011394
44,233.89886,35.63645,0.046345763,1651.7255,949.7724,319.15353,450.4797,102.833015,108.81268,328.20416,205.90062,157.56581,462.10968,525.29767,35.419785,15.355775,10.283047,5.6980257,6.55943,4.167585,1.4639319,4.4155517,4.0138187,3.6996825,11.108676,11.676783,2.5094829,8.8081665,8.811864,9.531925,9.501596,1.1384946,1.2833482,1.1384946,0.00933616,3.770352,0.10790257,1.6433355,0.015257025,4.872385,0.111740574,3788661200.0,4449779700.0,1388631600.0,-18.50706,-19.48103,-19.841583,-19.9491,-20.088474,0.0,0.30372012,0.30372012,-9.26649,-9.313906,0,0.061566938,0.03245236,-8.97756,-8.988486
45,155.90352,42.35104,0.045271367,2691.704,201.21735,64.61291,632.2204,152.13234,453.9002,1369.0679,457.8796,384.65408,400.28354,339.1403,80.12596,22.116909,5.1238813,4.034752,7.8504496,4.821963,3.663142,11.048869,6.91504,6.3466578,10.923122,10.619409,3.7854753,9.059688,9.079684,10.489589,10.476373,1.1458662,1.2637815,1.1458662,0.0059102937,6.650498,0.12738845,3.0155041,0.057247683,8.251648,0.38930655,23900197000.0,25144050000.0,5351596500.0,-19.110233,-20.247377,-20.851442,-21.17193,-21.401178,0.0,0.7680801,0.7680801,-9.76079,-9.819773,0,0.5145638,0.4834891,-9.36207,-9.388031
46,162.58997,41.464024,0.023764042,5290.1025,166.66093,67.55608,857.92126,159.33438,876.02216,2642.285,614.3901,518.62836,26278.031,-366.36124,101.75429,43.38441,10.30716,9.698445,13.377062,7.8254876,8.425263,25.412508,16.061274,15.404219,274941.88,1788.0485,11.289794,9.255675,9.280783,10.612475,10.599821,1.2769829,1.4612272,1.2769829,0.004636362,16.805824,0.83665276,5.5391865,0.039321024,17.12483,0.19148733,41204617000.0,39146086000.0,6214675500.0,-19.052826,-20.70921,-21.373009,-21.664482,-21.772303,0.0,1.1418301,1.1418301,-9.50715,-9.541682,0,1.1571053,1.0956467,-8.70367,-8.738574
47,227.90099,35.77462,0.04159466,729.33954,117.49001,34.686115,202.92648,44.402622,72.11334,217.51047,153.42584,103.83797,187.65892,231.79193,20.004564,7.5812883,3.962995,3.2794607,4.200599,3.538246,1.30098,3.9240518,3.7318313,3.346978,8.291718,8.790534,2.6964326,8.869621,8.882484,9.82552,9.805506,1.1941632,1.3494126,1.1941632,0.008378498,5.307379,0.116858214,2.366625,0.013612689,6.564268,0.10371375,7679848400.0,9271213000.0,1523499300.0,-18.497276,-19.678368,-20.161333,-20.29866,-20.4355,0.0,-0.0505799,-0.0505799,-9.90936,-9.947945,0,-0.51694864,-0.53996134,-9.65829,-9.675493
48,197.91837,44.357204,0.036710106,1591.8235,42.22021,16.138113,324.56354,71.27993,194.19777,585.7453,214.06348,165.90176,104.28004,100.62116,21.701984,13.584331,3.3351,3.1318488,5.4014764,3.8086877,2.1365764,6.444401,4.4673443,4.0826817,6.6460776,6.647217,2.8063374,9.136795,9.154679,10.143844,10.128673,1.1496112,1.2594547,1.1496112,0.0081025185,9.282864,0.05777757,4.2634563,0.013736126,10.249651,0.09113045,18045413000.0,17325806000.0,1951402200.0,-18.908703,-20.157648,-20.709925,-20.98209,-21.13591,0.0,0.5151901,0.5151901,-9.6650095,-9.692005,0,0.39700803,0.37917286,-8.881,-8.896952
49,163.21913,43.4284,0.024237124,1609.3768,50.252644,26.773079,353.5037,78.12761,217.66563,656.52985,162.79477,122.5922,87.99318,81.776,30.103802,11.396041,3.374664,3.2948601,4.7994885,3.089344,2.157698,6.508108,4.339685,4.185889,5.683006,5.6653404,3.341714,9.237294,9.25687,9.988233,9.974014,1.2684658,1.3862617,1.2684658,0.004039733,5.3552446,0.052383516,2.2371736,0.0063622487,6.3234024,0.039615963,9560086000.0,9898602000.0,2200091600.0,-17.974262,-19.221489,-19.860569,-20.166225,-20.4021,0.0,0.088580094,0.088580094,-9.937719,-9.967026,0,-0.026995787,-0.04743192,-9.45448,-9.47685
50,177.2407,11.455116,0.043114606,692.8164,177.06938,57.950703,183.14922,44.808914,141.61858,427.15433,116.41197,96.84613,78.629616,64.65693,11.820763,8.184416,5.5308185,4.3811803,4.9289293,4.3030457,2.2067366,6.6560197,4.339156,4.1600847,9.000439,8.493363,3.4374328,-99.9,-99.9,10.263087,10.251555,1.2917364,1.4850473,1.2917364,0.012174279,7.709437,0.10936608,3.3502965,0.018300943,8.719058,0.11588866,20370586000.0,21342792000.0,3525640400.0,-18.706026,-20.11794,-20.743734,-20.976473,-21.17732,0.0,-0.025259903,-0.025259903,-10.323299,-10.339927,0,-0.43832248,-0.42319804,-9.917737,-9.9010725
51,199.23137,7.7198877,0.049615618,241.7185,4.181026,4.421775,42.664665,11.200618,34.223225,103.22515,29.354033,25.012342,14.701621,6.364551,6.55934,4.112095,2.2320876,2.169479,2.378162,2.4362552,1.0652181,3.2129405,2.307742,2.2495522,4.7560987,4.6073604,2.0021536,-99.9,-99.9,10.175451,10.166441,1.3500292,1.5341963,1.3500292,0.019976892,5.3767514,0.16456056,2.4378846,0.026915433,6.7746387,0.21393575,12354612000.0,14847329000.0,3002763300.0,-17.643549,-19.341185,-20.013908,-20.320414,-20.525135,0.0,-0.2430699,-0.2430699,-10.45994,-10.507493,0,-0.28664216,-0.34276795,-9.8288555,-9.883001
52,190.10233,8.265542,0.047368944,831.14813,145.36377,42.560917,213.93364,53.575367,108.201065,326.35938,162.56221,124.21569,165.05592,148.44374,24.286873,7.337666,3.2357736,2.4415746,3.5214608,2.6174579,1.2454752,3.7566364,2.9449794,2.7947178,5.2481914,5.5703177,2.0002153,8.9505625,8.961061,9.938502,9.994187,1.1934249,1.3395623,1.1934249,0.007925615,5.1973963,0.076543435,2.2525086,0.020398388,6.0479918,0.13730632,9138263000.0,9608567000.0,2410324500.0,-18.42714,-19.455515,-19.973063,-20.236914,-20.371704,2.0,-0.09882984,-0.09882984,-10.07418,-10.165879,0,-0.049559087,-0.06709708,-9.33288,-9.347633
53,236.80586,6.576189,0.04808845,1871.8384,334.86905,113.743645,479.0761,116.926025,255.76703,771.45245,241.55064,214.3877,453.65573,330.00916,34.857307,15.976757,5.542462,3.7583365,6.123293,3.8857784,2.2968946,6.927957,4.2866125,4.0732837,9.658594,9.085225,2.6266057,9.055446,9.074095,9.909995,9.889167,1.1497104,1.2470366,1.1497104,0.006114829,3.9197893,0.070543766,1.6770645,0.015210554,5.117942,0.10560455,8627476000.0,9086468000.0,2558866000.0,-18.615253,-19.594038,-20.0806,-20.318264,-20.511902,0.0,0.4895701,0.4895701,-9.46404,-9.496814,0,0.34729207,0.328225,-9.0817795,-9.093828
54,251.12814,19.940758,0.022977455,3339.6692,219.52187,65.449425,764.52515,148.25685,432.79382,1305.4061,511.8747,400.61588,2903.2961,201.74841,84.34322,28.612642,8.755645,7.669072,11.346029,7.0267863,4.948467,14.925701,11.588837,10.472321,1712.8561,69.25248,7.562765,9.108223,9.116231,10.306642,10.290383,1.3110342,1.5507373,1.3110342,0.0069763483,9.652629,0.14392738,4.09026,0.015637785,12.352403,0.10563886,20150802000.0,21580280000.0,2471663400.0,-18.778297,-20.127684,-20.734125,-21.020718,-21.242811,0.0,0.41204008,0.41204008,-9.93505,-9.972843,0,0.20828904,0.18686162,-9.249209,-9.267828
55,230.52173,5.854868,0.03561603,3717.0107,372.3103,135.83243,808.2447,185.75194,562.7221,1697.2999,564.76465,453.51514,455.8433,332.0248,102.15688,32.922424,11.028248,9.158536,12.688427,8.523641,5.7703724,17.404757,12.019049,11.147728,17.75259,16.920965,7.9894743,9.082965,9.084019,10.520202,10.501267,1.1880269,1.3781422,1.1880269,0.0051951865,9.833572,0.15000068,4.0295596,0.016886298,12.606569,0.10932528,40862896000.0,42445513000.0,5373209000.0,-19.895191,-21.121855,-21.653667,-21.894798,-22.051655,0.0,0.9273701,0.9273701,-9.63148,-9.666417,0,0.79840326,0.77300245,-8.8967495,-8.917291
56,212.01668,7.327645,0.023833992,1413.0312,2095.5696,713.08777,369.7966,84.61788,469.6464,1416.5619,493.57022,454.3981,1605.0105,-17.430487,230.24487,15.683324,20.359432,12.664796,7.7737427,5.61967,5.063306,15.272083,12.142231,11.93116,79.32515,33.685932,9.667399,-99.9,-99.9,10.0563545,10.041613,1.2436391,1.3799713,1.2436391,0.004309885,5.3965034,0.042134985,2.3726954,0.007924141,7.440396,0.056531884,11039348000.0,11936420000.0,2457705700.0,-18.26784,-19.62535,-20.1979,-20.459944,-20.670969,0.0,-0.0680299,-0.0680299,-10.1692095,-10.200918,0,-0.44244316,-0.43451953,-9.839126,-9.829506
57,214.93011,49.23665,0.02552837,2837.6306,116.30096,29.886097,452.39917,105.75772,1110.9972,3351.0242,593.70667,656.2219,157.97905,77.59754,115.49672,31.42326,5.923604,5.468366,11.158903,9.046859,8.640863,26.06281,11.059037,11.417272,8.050229,7.4762483,7.2368107,-99.9,-99.9,10.549067,10.5334015,1.2020005,1.384563,1.2020005,0.0043416363,8.792796,0.072700135,3.4382439,0.00840973,9.675051,0.045233246,23338520000.0,23719120000.0,5430430000.0,-18.508692,-20.007465,-20.714529,-21.077824,-21.327671,0.0,1.2410301,1.2410301,-9.3377495,-9.359869,0,1.2568033,1.2523443,-8.844045,-8.84817
58,233.96082,9.566793,0.042467922,1423.6866,51.369335,16.937664,235.19875,52.186283,257.89932,777.8839,156.22647,149.47504,83.89565,22.541393,22.622183,11.693601,3.4926505,3.1592662,4.8062177,4.1259446,2.4183671,7.2943454,4.1379957,4.066344,7.743811,7.253705,3.0250359,9.304482,9.299162,10.240494,10.227699,1.2647618,1.4659276,1.2647618,0.015992159,5.8618383,0.096449256,2.6190436,0.11913734,6.2464037,0.72341704,13143472000.0,15998232000.0,2810421200.0,-18.181898,-19.484772,-20.13724,-20.453793,-20.660095,0.0,1.1632701,1.1632701,-9.117909,-9.13482,0,1.1962045,1.2032962,-8.387509,-8.403185
59,223.55768,12.502038,0.02976766,2335.7625,188.06523,61.343662,603.57715,133.70294,324.2781,978.09766,516.47876,387.24942,476.9344,443.64682,50.479584,21.511818,5.930968,4.787972,8.309498,4.9599113,3.4405465,10.377472,8.569936,7.665986,12.2995,12.299683,4.5961576,9.002975,9.003795,10.149044,10.134447,1.2383882,1.3647528,1.2383882,0.005605179,8.918847,0.0822654,3.2593415,0.015863193,10.293247,0.082936145,15867110000.0,15985774000.0,2858102500.0,-18.57625,-19.82905,-20.437138,-20.717733,-20.923235,0.0,0.017460098,0.017460098,-10.173719,-10.217875,0,-0.25425962,-0.27288237,-9.747789,-9.766401
60,246.11359,21.827738,0.03454277,637.3161,96.66329,29.271526,172.12341,39.79511,78.81261,237.71701,135.23476,102.463455,140.39345,142.4356,17.05724,6.806292,3.8438597,3.219899,3.9943254,3.600104,1.3460966,4.060134,3.8075874,3.348829,7.5603275,7.647979,2.5620923,8.965736,8.966837,9.850004,9.833125,1.252663,1.4027958,1.252663,0.010130215,7.154256,0.1583968,3.181136,0.026399467,8.685424,0.14519706,8280395300.0,9131930000.0,1227562800.0,-18.165161,-19.49815,-20.021101,-20.227251,-20.359426,0.0,-0.2764099,-0.2764099,-10.171579,-10.215274,0,-0.6483724,-0.688863,-9.67529,-9.69905
61,231.74336,28.85261,0.034534447,939.56964,30.662357,13.974565,215.02777,57.888893,118.82218,358.3951,123.50597,96.744835,62.152336,48.007397,12.2572565,10.175221,3.532963,3.412987,4.613626,3.6114035,1.875823,5.657909,4.4156957,4.012502,6.23888,6.065569,3.1239126,9.16908,9.180954,10.636337,10.6253805,1.2881358,1.4537927,1.2881358,0.008278649,20.639751,0.1989489,9.19566,0.4523174,18.03719,1.5779539,37239902000.0,46517694000.0,3000120300.0,-18.746271,-20.847149,-21.447054,-21.688526,-21.648308,0.0,0.19899009,0.19899009,-10.46904,-10.523233,0,-0.0051701837,-0.025583558,-9.44325,-9.465565
